ano,rodada,time_casa,time_fora,gcasa,gfora
2005,26,brasiliense_df,fortaleza_ce,0,2,
2005,26,coritiba_pr,fluminense_rj,0,0,
2005,26,atletico_mg,santos_sp,3,0,
2005,27,saocaetano_sp,figueirense_sc,0,1,
2005,27,fluminense_rj,flamengo_rj,2,2,
2005,27,goiás_go,paysandu_pa,4,1,
2005,27,santos_sp,palmeiras_sp,2,1,
2005,27,fortaleza_ce,inter_rs,1,2,
2005,27,parana_pr,brasiliense_df,4,1,
2005,27,cruzeiro_mg,saopaulo_sp,2,3,
2005,27,vasco_rj,pontepreta_sp,0,0,
2005,27,corinthians_sp,atletico_mg,1,1,
2005,27,juventude_rs,coritiba_pr,0,0,
2005,27,atletico_pr,botafogo_rj,2,0,
2005,28,fortaleza_ce,parana_pr,2,2,
2005,28,saopaulo_sp,paysandu_pa,4,1,
2005,28,brasiliense_df,saocaetano_sp,1,1,
2005,28,pontepreta_sp,cruzeiro_mg,2,3,
2005,28,coritiba_pr,vasco_rj,2,0,
2005,28,figueirense_sc,atletico_pr,2,0,
2005,28,juventude_rs,botafogo_rj,0,0,
2005,28,flamengo_rj,corinthians_sp,1,3,
2005,28,fluminense_rj,santos_sp,4,3,
2005,28,palmeiras_sp,goiás_go,3,1,
2005,28,atletico_mg,inter_rs,1,1,
2005,29,saocaetano_sp,atletico_mg,3,1,
2005,29,parana_pr,coritiba_pr,3,2,
2005,29,goiás_go,pontepreta_sp,4,1,
2005,29,santos_sp,fortaleza_ce,0,0,
2005,29,paysandu_pa,figueirense_sc,3,1,
2005,29,cruzeiro_mg,juventude_rs,2,0,
2005,29,inter_rs,fluminense_rj,2,2,
2005,29,vasco_rj,palmeiras_sp,0,0,
2005,29,corinthians_sp,brasiliense_df,3,2,
2005,29,botafogo_rj,saopaulo_sp,1,1,
2005,29,atletico_pr,flamengo_rj,2,0,
2005,30,santos_sp,saocaetano_sp,2,0,
2005,30,pontepreta_sp,juventude_rs,3,2,
2005,30,coritiba_pr,goiás_go,0,2,
2005,30,atletico_mg,parana_pr,0,1,
2005,30,figueirense_sc,botafogo_rj,1,0,
2005,30,fortaleza_ce,atletico_pr,1,4,
2005,30,vasco_rj,cruzeiro_mg,3,3,
2005,30,palmeiras_sp,paysandu_pa,5,3,
2005,30,fluminense_rj,corinthians_sp,0,2,
2005,30,inter_rs,saopaulo_sp,3,0,
2005,30,brasiliense_df,flamengo_rj,2,3,
2005,31,botafogo_rj,palmeiras_sp,1,2,
2005,31,parana_pr,fluminense_rj,6,1,
2005,31,corinthians_sp,fortaleza_ce,3,0,
2005,31,juventude_rs,santos_sp,3,1,
2005,31,cruzeiro_mg,figueirense_sc,4,0,
2005,31,goiás_go,vasco_rj,4,3,
2005,31,saopaulo_sp,pontepreta_sp,3,2,
2005,31,saocaetano_sp,inter_rs,1,1,
2005,31,paysandu_pa,coritiba_pr,2,1,
2005,31,flamengo_rj,atletico_mg,1,2,
2005,31,atletico_pr,brasiliense_df,4,0,
2005,32,fortaleza_ce,paysandu_pa,1,2,
2005,32,brasiliense_df,juventude_rs,1,0,
2005,32,figueirense_sc,parana_pr,2,0,
2005,32,coritiba_pr,atletico_pr,1,2,
2005,32,fluminense_rj,botafogo_rj,3,2,
2005,32,inter_rs,vasco_rj,3,1,
2005,32,flamengo_rj,saopaulo_sp,1,6,
2005,32,atletico_mg,cruzeiro_mg,0,1,
2005,32,palmeiras_sp,corinthians_sp,1,1,
2005,32,santos_sp,goiás_go,1,1,
2005,32,pontepreta_sp,saocaetano_sp,1,2,
2005,33,saocaetano_sp,fluminense_rj,2,2,
2005,33,brasiliense_df,goiás_go,1,2,
2005,33,fortaleza_ce,palmeiras_sp,1,1,
2005,33,vasco_rj,flamengo_rj,2,1,
2005,33,atletico_pr,atletico_mg,2,0,
2005,33,corinthians_sp,parana_pr,1,0,
2005,33,juventude_rs,inter_rs,2,1,
2005,33,figueirense_sc,pontepreta_sp,4,0,
2005,33,cruzeiro_mg,paysandu_pa,4,3,
2005,33,saopaulo_sp,santos_sp,1,2,
2005,33,botafogo_rj,coritiba_pr,2,0,
2005,34,coritiba_pr,cruzeiro_mg,0,3,
2005,34,goiás_go,inter_rs,0,1,
2005,34,atletico_mg,fortaleza_ce,2,3,
2005,34,palmeiras_sp,figueirense_sc,2,2,
2005,34,juventude_rs,flamengo_rj,2,2,
2005,34,vasco_rj,santos_sp,1,3,
2005,34,paysandu_pa,corinthians_sp,0,2,
2005,34,saopaulo_sp,brasiliense_df,1,2,
2005,34,pontepreta_sp,botafogo_rj,0,1,
2005,34,fluminense_rj,atletico_pr,4,1,
2005,34,parana_pr,saocaetano_sp,1,3,
2005,35,figueirense_sc,juventude_rs,4,3,
2005,35,fortaleza_ce,goiás_go,1,1,
2005,35,santos_sp,cruzeiro_mg,1,2,
2005,35,atletico_pr,parana_pr,2,1,
2005,35,atletico_mg,palmeiras_sp,1,3,
2005,35,corinthians_sp,vasco_rj,1,1,
2005,35,saocaetano_sp,saopaulo_sp,0,1,
2005,35,fluminense_rj,pontepreta_sp,4,3,
2005,35,brasiliense_df,botafogo_rj,0,0,
2005,35,inter_rs,paysandu_pa,1,0,
2005,35,flamengo_rj,coritiba_pr,2,1,
2005,36,saopaulo_sp,atletico_mg,2,2,
2005,36,juventude_rs,fortaleza_ce,2,0,
2005,36,pontepreta_sp,santos_sp,2,1,
2005,36,cruzeiro_mg,corinthians_sp,2,1,
2005,36,goiás_go,fluminense_rj,1,2,
2005,36,coritiba_pr,figueirense_sc,4,1,
2005,36,parana_pr,inter_rs,3,1,
2005,36,vasco_rj,atletico_pr,2,1,
2005,36,botafogo_rj,saocaetano_sp,1,0,
2005,36,palmeiras_sp,flamengo_rj,0,1,
2005,36,paysandu_pa,brasiliense_df,2,1,
2005,37,saopaulo_sp,juventude_rs,3,1,
2005,37,fortaleza_ce,cruzeiro_mg,3,1,
2005,37,inter_rs,pontepreta_sp,2,1,
2005,37,parana_pr,paysandu_pa,2,0,
2005,37,saocaetano_sp,vasco_rj,1,2,
2005,37,flamengo_rj,botafogo_rj,3,1,
2005,37,corinthians_sp,santos_sp,7,1,
2005,37,atletico_pr,palmeiras_sp,4,0,
2005,37,fluminense_rj,figueirense_sc,2,0,
2005,37,atletico_mg,goiás_go,1,2,
2005,37,brasiliense_df,coritiba_pr,1,1,
2005,38,figueirense_sc,fortaleza_ce,1,0,
2005,38,paysandu_pa,atletico_mg,0,2,
2005,38,botafogo_rj,parana_pr,2,0,
2005,38,goiás_go,atletico_pr,4,2,
2005,38,palmeiras_sp,saopaulo_sp,2,1,
2005,38,pontepreta_sp,flamengo_rj,2,2,
2005,38,coritiba_pr,corinthians_sp,0,1,
2005,38,santos_sp,inter_rs,0,4,
2005,38,juventude_rs,saocaetano_sp,3,1,
2005,38,vasco_rj,fluminense_rj,2,0,
2005,38,cruzeiro_mg,brasiliense_df,1,0,
2005,39,flamengo_rj,fortaleza_ce,3,0,
2005,39,palmeiras_sp,juventude_rs,3,2,
2005,39,inter_rs,brasiliense_df,1,0,
2005,39,goiás_go,saopaulo_sp,3,0,
2005,39,santos_sp,parana_pr,0,0,
2005,39,figueirense_sc,vasco_rj,5,1,
2005,39,saocaetano_sp,corinthians_sp,1,0,
2005,39,coritiba_pr,pontepreta_sp,2,1,
2005,39,fluminense_rj,atletico_mg,0,2,
2005,39,cruzeiro_mg,atletico_pr,1,2,
2005,39,paysandu_pa,botafogo_rj,2,0,
2005,40,saopaulo_sp,figueirense_sc,4,2,
2005,40,juventude_rs,goiás_go,2,1,
2005,40,brasiliense_df,santos_sp,1,0,
2005,40,pontepreta_sp,palmeiras_sp,2,6,
2005,40,parana_pr,flamengo_rj,0,1,
2005,40,fortaleza_ce,fluminense_rj,5,1,
2005,40,vasco_rj,paysandu_pa,4,0,
2005,40,atletico_pr,saocaetano_sp,2,2,
2005,40,botafogo_rj,cruzeiro_mg,2,1,
2005,40,atletico_mg,coritiba_pr,1,0,
2005,40,corinthians_sp,inter_rs,1,1,
2005,41,santos_sp,botafogo_rj,2,1,
2005,41,inter_rs,palmeiras_sp,2,1,
2005,41,parana_pr,cruzeiro_mg,2,0,
2005,41,saocaetano_sp,coritiba_pr,1,1,
2005,41,fortaleza_ce,saopaulo_sp,1,0,
2005,41,flamengo_rj,goiás_go,0,0,
2005,41,atletico_pr,paysandu_pa,3,2,
2005,41,fluminense_rj,juventude_rs,1,2,
2005,41,atletico_mg,vasco_rj,0,0,
2005,41,corinthians_sp,pontepreta_sp,3,1,
2005,41,brasiliense_df,figueirense_sc,0,2,
2005,42,saopaulo_sp,atletico_pr,3,1,
2005,42,juventude_rs,atletico_mg,1,3,
2005,42,figueirense_sc,santos_sp,3,1,
2005,42,pontepreta_sp,brasiliense_df,3,1,
2005,42,paysandu_pa,flamengo_rj,1,4,
2005,42,vasco_rj,parana_pr,3,1,
2005,42,coritiba_pr,inter_rs,1,0,
2005,42,botafogo_rj,fortaleza_ce,2,0,
2005,42,cruzeiro_mg,saocaetano_sp,1,3,
2005,42,palmeiras_sp,fluminense_rj,3,2,
2005,42,goiás_go,corinthians_sp,3,2,
2006,1,juventude_rs,parana_pr,1,0,
2006,1,vasco_rj,inter_rs,1,1,
2006,1,saopaulo_sp,flamengo_rj,1,0,
2006,1,gremio_rs,corinthians_sp,2,0,
2006,1,botafogo_rj,fortaleza_ce,1,0,
2006,1,sãocaetano_sp,cruzeiro_mg,2,1,
2006,1,palmeiras_sp,pontepreta_sp,2,3,
2006,1,santacruz_pe,figueirense_sc,0,0,
2006,1,atletico_pr,fluminense_rj,1,2,
2006,1,goiás_go,santos_sp,0,0,
2006,2,corinthians_sp,sãocaetano_sp,3,0,
2006,2,fluminense_rj,goiás_go,1,0,
2006,2,figueirense_sc,palmeiras_sp,6,1,
2006,2,inter_rs,santacruz_pe,1,0,
2006,2,santos_sp,atletico_pr,2,0,
2006,2,pontepreta_sp,vasco_rj,1,2,
2006,2,flamengo_rj,juventude_rs,3,1,
2006,2,cruzeiro_mg,gremio_rs,3,1,
2006,2,parana_pr,botafogo_rj,0,0,
2006,2,fortaleza_ce,saopaulo_sp,1,0,
2006,3,fortaleza_ce,sãocaetano_sp,2,1,
2006,3,botafogo_rj,atletico_pr,0,4,
2006,3,saopaulo_sp,santacruz_pe,4,0,
2006,3,pontepreta_sp,corinthians_sp,3,2,
2006,3,inter_rs,flamengo_rj,1,0,
2006,3,parana_pr,gremio_rs,5,2,
2006,3,palmeiras_sp,santos_sp,1,2,
2006,3,vasco_rj,fluminense_rj,1,1,
2006,3,juventude_rs,goiás_go,1,1,
2006,3,figueirense_sc,cruzeiro_mg,0,2,
2006,4,santacruz_pe,pontepreta_sp,1,1,
2006,4,fluminense_rj,parana_pr,2,1,
2006,4,santos_sp,fortaleza_ce,2,0,
2006,4,gremio_rs,vasco_rj,1,2,
2006,4,sãocaetano_sp,palmeiras_sp,2,0,
2006,4,atletico_pr,inter_rs,1,2,
2006,4,corinthians_sp,saopaulo_sp,1,3,
2006,4,flamengo_rj,botafogo_rj,1,0,
2006,4,goiás_go,figueirense_sc,2,1,
2006,4,cruzeiro_mg,juventude_rs,2,0,
2006,5,sãocaetano_sp,juventude_rs,0,2,
2006,5,botafogo_rj,gremio_rs,2,2,
2006,5,santos_sp,pontepreta_sp,3,1,
2006,5,santacruz_pe,atletico_pr,1,2,
2006,5,inter_rs,saopaulo_sp,3,1,
2006,5,figueirense_sc,fluminense_rj,1,0,
2006,5,palmeiras_sp,cruzeiro_mg,1,1,
2006,5,flamengo_rj,fortaleza_ce,0,0,
2006,5,parana_pr,corinthians_sp,1,2,
2006,5,goiás_go,vasco_rj,2,0,
2006,6,atletico_pr,goiás_go,2,3,
2006,6,fortaleza_ce,parana_pr,1,1,
2006,6,inter_rs,figueirense_sc,2,4,
2006,6,saopaulo_sp,sãocaetano_sp,1,0,
2006,6,palmeiras_sp,santacruz_pe,2,1,
2006,6,cruzeiro_mg,flamengo_rj,2,1,
2006,6,vasco_rj,corinthians_sp,2,4,
2006,6,pontepreta_sp,gremio_rs,1,1,
2006,6,fluminense_rj,santos_sp,1,0,
2006,6,juventude_rs,botafogo_rj,1,0,
2006,7,cruzeiro_mg,pontepreta_sp,5,1,
2006,7,parana_pr,figueirense_sc,0,0,
2006,7,juventude_rs,santacruz_pe,4,1,
2006,7,saopaulo_sp,palmeiras_sp,4,1,
2006,7,sãocaetano_sp,atletico_pr,2,1,
2006,7,fortaleza_ce,fluminense_rj,2,5,
2006,7,flamengo_rj,santos_sp,2,2,
2006,7,botafogo_rj,vasco_rj,4,1,
2006,7,gremio_rs,goiás_go,2,0,
2006,7,corinthians_sp,inter_rs,0,1,
2006,8,atletico_pr,juventude_rs,1,0,
2006,8,figueirense_sc,fortaleza_ce,0,0,
2006,8,pontepreta_sp,parana_pr,2,5,
2006,8,santos_sp,corinthians_sp,2,0,
2006,8,inter_rs,cruzeiro_mg,1,1,
2006,8,santacruz_pe,botafogo_rj,1,1,
2006,8,fluminense_rj,flamengo_rj,1,0,
2006,8,palmeiras_sp,gremio_rs,0,1,
2006,8,goiás_go,sãocaetano_sp,2,1,
2006,8,vasco_rj,saopaulo_sp,1,1,
2006,9,cruzeiro_mg,atletico_pr,1,1,
2006,9,fortaleza_ce,vasco_rj,1,1,
2006,9,juventude_rs,pontepreta_sp,0,1,
2006,9,sãocaetano_sp,inter_rs,1,1,
2006,9,saopaulo_sp,fluminense_rj,1,0,
2006,9,gremio_rs,santos_sp,1,0,
2006,9,flamengo_rj,palmeiras_sp,2,1,
2006,9,botafogo_rj,figueirense_sc,2,3,
2006,9,parana_pr,santacruz_pe,3,0,
2006,9,corinthians_sp,goiás_go,0,1,
2006,10,fluminense_rj,inter_rs,2,3,
2006,10,fortaleza_ce,cruzeiro_mg,0,2,
2006,10,gremio_rs,sãocaetano_sp,1,1,
2006,10,corinthians_sp,flamengo_rj,0,2,
2006,10,vasco_rj,santacruz_pe,2,1,
2006,10,pontepreta_sp,figueirense_sc,3,0,
2006,10,atletico_pr,palmeiras_sp,2,0,
2006,10,goiás_go,parana_pr,1,2,
2006,10,juventude_rs,saopaulo_sp,1,1,
2006,10,santos_sp,botafogo_rj,0,0,
2006,11,inter_rs,pontepreta_sp,2,0,
2006,11,atletico_pr,fortaleza_ce,0,0,
2006,11,fluminense_rj,juventude_rs,3,2,
2006,11,saopaulo_sp,gremio_rs,2,1,
2006,11,figueirense_sc,santos_sp,2,1,
2006,11,sãocaetano_sp,botafogo_rj,1,1,
2006,11,cruzeiro_mg,corinthians_sp,2,0,
2006,11,santacruz_pe,goiás_go,2,1,
2006,11,flamengo_rj,parana_pr,1,4,
2006,11,palmeiras_sp,vasco_rj,4,2,
2006,12,botafogo_rj,pontepreta_sp,4,1,
2006,12,saopaulo_sp,figueirense_sc,2,1,
2006,12,gremio_rs,fluminense_rj,4,4,
2006,12,palmeiras_sp,corinthians_sp,1,0,
2006,12,sãocaetano_sp,santos_sp,2,0,
2006,12,cruzeiro_mg,goiás_go,0,0,
2006,12,fortaleza_ce,santacruz_pe,1,4,
2006,12,parana_pr,atletico_pr,2,1,
2006,12,juventude_rs,inter_rs,2,0,
2006,12,flamengo_rj,vasco_rj,0,1,
2006,13,figueirense_sc,gremio_rs,2,0,
2006,13,parana_pr,cruzeiro_mg,1,0,
2006,13,corinthians_sp,fortaleza_ce,2,2,
2006,13,fluminense_rj,sãocaetano_sp,2,2,
2006,13,pontepreta_sp,saopaulo_sp,1,3,
2006,13,vasco_rj,atletico_pr,2,1,
2006,13,santacruz_pe,flamengo_rj,3,0,
2006,13,santos_sp,juventude_rs,3,2,
2006,13,inter_rs,botafogo_rj,0,0,
2006,13,goiás_go,palmeiras_sp,1,3,
2006,14,juventude_rs,figueirense_sc,1,0,
2006,14,sãocaetano_sp,pontepreta_sp,1,1,
2006,14,palmeiras_sp,parana_pr,4,2,
2006,14,saopaulo_sp,santos_sp,0,4,
2006,14,santacruz_pe,corinthians_sp,1,0,
2006,14,vasco_rj,cruzeiro_mg,1,0,
2006,14,atletico_pr,flamengo_rj,1,0,
2006,14,goiás_go,fortaleza_ce,1,1,
2006,14,inter_rs,gremio_rs,0,0,
2006,14,fluminense_rj,botafogo_rj,1,1,
2006,15,figueirense_sc,sãocaetano_sp,1,1,
2006,15,gremio_rs,juventude_rs,1,0,
2006,15,corinthians_sp,atletico_pr,2,1,
2006,15,flamengo_rj,goiás_go,1,0,
2006,15,santos_sp,inter_rs,2,1,
2006,15,botafogo_rj,saopaulo_sp,1,1,
2006,15,parana_pr,vasco_rj,2,1,
2006,15,pontepreta_sp,fluminense_rj,3,0,
2006,15,cruzeiro_mg,santacruz_pe,3,3,
2006,15,fortaleza_ce,palmeiras_sp,0,0,
2006,16,juventude_rs,vasco_rj,0,0,
2006,16,sãocaetano_sp,santacruz_pe,2,0,
2006,16,corinthians_sp,figueirense_sc,1,3,
2006,16,flamengo_rj,pontepreta_sp,0,0,
2006,16,botafogo_rj,palmeiras_sp,1,3,
2006,16,gremio_rs,atletico_pr,2,0,
2006,16,cruzeiro_mg,fluminense_rj,2,3,
2006,16,fortaleza_ce,inter_rs,1,2,
2006,16,saopaulo_sp,goiás_go,2,1,
2006,16,parana_pr,santos_sp,1,1,
2006,17,pontepreta_sp,fortaleza_ce,1,3,
2006,17,santacruz_pe,gremio_rs,2,4,
2006,17,vasco_rj,sãocaetano_sp,1,2,
2006,17,goiás_go,botafogo_rj,2,2,
2006,17,figueirense_sc,flamengo_rj,1,1,
2006,17,fluminense_rj,corinthians_sp,1,2,
2006,17,santos_sp,cruzeiro_mg,2,0,
2006,17,palmeiras_sp,juventude_rs,1,1,
2006,17,inter_rs,parana_pr,3,2,
2006,17,atletico_pr,saopaulo_sp,0,0,
2006,18,pontepreta_sp,goiás_go,3,2,
2006,18,flamengo_rj,gremio_rs,1,0,
2006,18,fluminense_rj,santacruz_pe,1,1,
2006,18,santos_sp,vasco_rj,0,2,
2006,18,fortaleza_ce,juventude_rs,4,1,
2006,18,cruzeiro_mg,saopaulo_sp,2,2,
2006,18,figueirense_sc,atletico_pr,3,3,
2006,18,parana_pr,sãocaetano_sp,1,0,
2006,18,inter_rs,palmeiras_sp,1,1,
2006,18,corinthians_sp,botafogo_rj,1,0,
2006,19,atletico_pr,pontepreta_sp,3,0,
2006,19,goiás_go,inter_rs,2,2,
2006,19,palmeiras_sp,fluminense_rj,3,0,
2006,19,botafogo_rj,cruzeiro_mg,1,0,
2006,19,santacruz_pe,santos_sp,1,1,
2006,19,juventude_rs,corinthians_sp,0,0,
2006,19,sãocaetano_sp,flamengo_rj,2,2,
2006,19,gremio_rs,fortaleza_ce,4,1,
2006,19,saopaulo_sp,parana_pr,3,2,
2006,19,vasco_rj,figueirense_sc,3,1,
2006,20,fluminense_rj,atletico_pr,1,2,
2006,20,santos_sp,goiás_go,2,1,
2006,20,cruzeiro_mg,sãocaetano_sp,3,0,
2006,20,flamengo_rj,saopaulo_sp,1,1,
2006,20,corinthians_sp,gremio_rs,0,2,
2006,20,inter_rs,vasco_rj,1,2,
2006,20,parana_pr,juventude_rs,0,1,
2006,20,pontepreta_sp,palmeiras_sp,1,1,
2006,20,figueirense_sc,santacruz_pe,2,0,
2006,20,fortaleza_ce,botafogo_rj,2,3,
2006,21,gremio_rs,cruzeiro_mg,2,1,
2006,21,goiás_go,fluminense_rj,3,1,
2006,21,santacruz_pe,inter_rs,0,2,
2006,21,palmeiras_sp,figueirense_sc,1,1,
2006,21,juventude_rs,flamengo_rj,1,0,
2006,21,sãocaetano_sp,corinthians_sp,0,1,
2006,21,atletico_pr,santos_sp,2,1,
2006,21,botafogo_rj,parana_pr,4,0,
2006,21,saopaulo_sp,fortaleza_ce,1,1,
2006,21,vasco_rj,pontepreta_sp,2,2,
2006,22,cruzeiro_mg,figueirense_sc,2,2,
2006,22,flamengo_rj,inter_rs,1,2,
2006,22,santos_sp,palmeiras_sp,5,1,
2006,22,gremio_rs,parana_pr,2,1,
2006,22,sãocaetano_sp,fortaleza_ce,0,0,
2006,22,atletico_pr,botafogo_rj,0,5,
2006,22,goiás_go,juventude_rs,2,0,
2006,22,fluminense_rj,vasco_rj,1,1,
2006,22,santacruz_pe,saopaulo_sp,1,3,
2006,22,corinthians_sp,pontepreta_sp,1,0,
2006,23,pontepreta_sp,santacruz_pe,2,0,
2006,23,vasco_rj,gremio_rs,1,1,
2006,23,palmeiras_sp,sãocaetano_sp,3,1,
2006,23,juventude_rs,cruzeiro_mg,2,0,
2006,23,saopaulo_sp,corinthians_sp,0,0,
2006,23,parana_pr,fluminense_rj,1,0,
2006,23,figueirense_sc,goiás_go,2,2,
2006,23,inter_rs,atletico_pr,2,0,
2006,23,botafogo_rj,flamengo_rj,0,2,
2006,23,fortaleza_ce,santos_sp,1,1,
2006,24,atletico_pr,santacruz_pe,2,1,
2006,24,vasco_rj,goiás_go,0,0,
2006,24,corinthians_sp,parana_pr,1,0,
2006,24,cruzeiro_mg,palmeiras_sp,1,0,
2006,24,saopaulo_sp,inter_rs,2,0,
2006,24,gremio_rs,botafogo_rj,4,0,
2006,24,juventude_rs,sãocaetano_sp,1,0,
2006,24,fluminense_rj,figueirense_sc,2,0,
2006,24,pontepreta_sp,santos_sp,1,0,
2006,24,fortaleza_ce,flamengo_rj,3,4,
2006,25,gremio_rs,pontepreta_sp,4,0,
2006,25,figueirense_sc,inter_rs,1,0,
2006,25,botafogo_rj,juventude_rs,2,1,
2006,25,parana_pr,fortaleza_ce,2,0,
2006,25,goiás_go,atletico_pr,2,2,
2006,25,santos_sp,fluminense_rj,1,1,
2006,25,sãocaetano_sp,saopaulo_sp,0,1,
2006,25,corinthians_sp,vasco_rj,1,1,
2006,25,flamengo_rj,cruzeiro_mg,1,0,
2006,25,santacruz_pe,palmeiras_sp,3,2,
2006,26,fluminense_rj,fortaleza_ce,1,3,
2006,26,atletico_pr,sãocaetano_sp,3,1,
2006,26,santos_sp,flamengo_rj,3,0,
2006,26,palmeiras_sp,saopaulo_sp,3,1,
2006,26,figueirense_sc,parana_pr,0,1,
2006,26,inter_rs,corinthians_sp,1,1,
2006,26,santacruz_pe,juventude_rs,1,0,
2006,26,pontepreta_sp,cruzeiro_mg,0,1,
2006,26,vasco_rj,botafogo_rj,0,0,
2006,26,goiás_go,gremio_rs,4,0,
2006,27,fortaleza_ce,figueirense_sc,1,1,
2006,27,juventude_rs,atletico_pr,3,2,
2006,27,parana_pr,pontepreta_sp,2,1,
2006,27,flamengo_rj,fluminense_rj,4,1,
2006,27,gremio_rs,palmeiras_sp,2,1,
2006,27,sãocaetano_sp,goiás_go,1,2,
2006,27,saopaulo_sp,vasco_rj,5,1,
2006,27,botafogo_rj,santacruz_pe,3,0,
2006,27,corinthians_sp,santos_sp,0,3,
2006,27,cruzeiro_mg,inter_rs,2,1,
2006,28,pontepreta_sp,juventude_rs,3,1,
2006,28,vasco_rj,fortaleza_ce,2,0,
2006,28,fluminense_rj,saopaulo_sp,1,2,
2006,28,palmeiras_sp,flamengo_rj,3,1,
2006,28,santacruz_pe,parana_pr,1,3,
2006,28,atletico_pr,cruzeiro_mg,1,1,
2006,28,inter_rs,sãocaetano_sp,1,0,
2006,28,goiás_go,corinthians_sp,3,1,
2006,28,santos_sp,gremio_rs,1,0,
2006,28,figueirense_sc,botafogo_rj,1,0,
2006,29,cruzeiro_mg,fortaleza_ce,0,0,
2006,29,saopaulo_sp,juventude_rs,5,0,
2006,29,botafogo_rj,santos_sp,4,3,
2006,29,sãocaetano_sp,gremio_rs,0,2,
2006,29,parana_pr,goiás_go,1,0,
2006,29,flamengo_rj,corinthians_sp,3,0,
2006,29,inter_rs,fluminense_rj,2,0,
2006,29,figueirense_sc,pontepreta_sp,2,1,
2006,29,palmeiras_sp,atletico_pr,2,2,
2006,29,santacruz_pe,vasco_rj,0,4,
2006,30,vasco_rj,palmeiras_sp,3,0,
2006,30,goiás_go,santacruz_pe,5,3,
2006,30,santos_sp,figueirense_sc,2,1,
2006,30,pontepreta_sp,inter_rs,0,2,
2006,30,gremio_rs,saopaulo_sp,1,1,
2006,30,parana_pr,flamengo_rj,0,2,
2006,30,fortaleza_ce,atletico_pr,3,4,
2006,30,corinthians_sp,cruzeiro_mg,1,0,
2006,30,botafogo_rj,sãocaetano_sp,2,1,
2006,30,juventude_rs,fluminense_rj,1,1,
2006,31,corinthians_sp,palmeiras_sp,1,0,
2006,31,vasco_rj,flamengo_rj,3,1,
2006,31,fluminense_rj,gremio_rs,1,2,
2006,31,inter_rs,juventude_rs,1,0,
2006,31,santacruz_pe,fortaleza_ce,0,1,
2006,31,atletico_pr,parana_pr,4,0,
2006,31,figueirense_sc,saopaulo_sp,0,2,
2006,31,pontepreta_sp,botafogo_rj,1,2,
2006,31,goiás_go,cruzeiro_mg,2,3,
2006,31,santos_sp,sãocaetano_sp,1,0,
2006,32,atletico_pr,vasco_rj,6,4,
2006,32,palmeiras_sp,goiás_go,1,3,
2006,32,flamengo_rj,santacruz_pe,1,1,
2006,32,gremio_rs,figueirense_sc,1,2,
2006,32,fortaleza_ce,corinthians_sp,0,4,
2006,32,juventude_rs,santos_sp,3,2,
2006,32,sãocaetano_sp,fluminense_rj,1,1,
2006,32,botafogo_rj,inter_rs,0,1,
2006,32,saopaulo_sp,pontepreta_sp,1,1,
2006,32,cruzeiro_mg,parana_pr,2,2,
2006,33,figueirense_sc,juventude_rs,1,0,
2006,33,flamengo_rj,atletico_pr,1,0,
2006,33,cruzeiro_mg,vasco_rj,2,1,
2006,33,santos_sp,saopaulo_sp,0,1,
2006,33,pontepreta_sp,sãocaetano_sp,1,2,
2006,33,gremio_rs,inter_rs,0,1,
2006,33,fortaleza_ce,goiás_go,0,3,
2006,33,corinthians_sp,santacruz_pe,1,0,
2006,33,botafogo_rj,fluminense_rj,2,1,
2006,33,parana_pr,palmeiras_sp,4,2,
2006,34,vasco_rj,parana_pr,3,1,
2006,34,sãocaetano_sp,figueirense_sc,3,1,
2006,34,juventude_rs,gremio_rs,1,2,
2006,34,palmeiras_sp,fortaleza_ce,3,0,
2006,34,inter_rs,santos_sp,0,0,
2006,34,atletico_pr,corinthians_sp,1,2,
2006,34,goiás_go,flamengo_rj,0,1,
2006,34,fluminense_rj,pontepreta_sp,0,0,
2006,34,saopaulo_sp,botafogo_rj,3,0,
2006,34,santacruz_pe,cruzeiro_mg,4,1,
2006,35,santos_sp,parana_pr,1,0,
2006,35,inter_rs,fortaleza_ce,3,0,
2006,35,vasco_rj,juventude_rs,1,1,
2006,35,fluminense_rj,cruzeiro_mg,1,0,
2006,35,figueirense_sc,corinthians_sp,0,0,
2006,35,pontepreta_sp,flamengo_rj,3,0,
2006,35,goiás_go,saopaulo_sp,0,2,
2006,35,atletico_pr,gremio_rs,2,3,
2006,35,palmeiras_sp,botafogo_rj,2,1,
2006,35,santacruz_pe,sãocaetano_sp,0,3,
2006,36,gremio_rs,santacruz_pe,3,1,
2006,36,flamengo_rj,figueirense_sc,0,2,
2006,36,corinthians_sp,fluminense_rj,1,1,
2006,36,parana_pr,inter_rs,1,0,
2006,36,sãocaetano_sp,vasco_rj,0,1,
2006,36,juventude_rs,palmeiras_sp,3,2,
2006,36,botafogo_rj,goiás_go,2,2,
2006,36,cruzeiro_mg,santos_sp,1,1,
2006,36,fortaleza_ce,pontepreta_sp,1,0,
2006,36,saopaulo_sp,atletico_pr,1,1,
2006,37,botafogo_rj,corinthians_sp,0,0,
2006,37,juventude_rs,fortaleza_ce,2,2,
2006,37,gremio_rs,flamengo_rj,3,0,
2006,37,atletico_pr,figueirense_sc,1,4,
2006,37,sãocaetano_sp,parana_pr,0,2,
2006,37,vasco_rj,santos_sp,1,1,
2006,37,goiás_go,pontepreta_sp,3,0,
