1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
2006,1,3,6,7,10,13,13,16,19,19,21,24,26,29,29,30,33,34,35,38,39,40,43,44,47,50,50,53,56,59,60,63,64,67,70,73,74,77,78
2006,2,3,4,7,10,13,13,16,17,19,21,24,25,25,26,27,29,32,33,34,35,37,40,43,43,45,45,48,49,51,53,56,59,62,63,66,66,69,69
2006,3,3,4,7,10,10,13,16,17,18,20,23,24,25,25,27,28,31,31,32,34,35,38,39,42,43,44,46,48,50,52,55,55,55,58,61,64,67,67
2006,4,3,4,6,9,10,13,15,17,18,19,22,23,24,25,26,28,28,31,31,32,35,38,39,39,40,43,44,47,49,52,55,55,55,56,59,60,61,64
2006,5,3,4,6,9,9,12,14,16,17,18,18,21,24,24,26,28,28,29,29,32,33,34,35,36,37,40,43,46,49,49,50,50,53,53,54,57,59,60
2006,6,3,4,6,8,8,11,13,14,17,17,18,18,21,24,25,26,26,27,29,31,31,32,34,35,37,38,40,41,44,47,49,50,50,53,53,56,58,59
2006,7,3,3,6,7,8,10,11,13,15,15,18,18,21,22,22,25,26,27,29,30,31,31,33,34,36,37,38,41,43,43,46,46,49,49,50,53,56,57
2006,8,1,3,5,6,7,10,11,12,14,15,17,18,19,21,22,23,26,26,27,30,30,31,32,34,35,36,38,40,42,43,45,46,49,49,49,50,52,55
2006,9,1,3,4,6,7,9,9,11,13,15,15,17,18,20,20,23,24,26,27,29,29,30,31,33,34,35,37,39,40,42,43,46,49,49,49,50,51,53
2006,10,1,3,4,6,7,8,9,9,12,14,14,16,17,19,20,21,23,24,25,26,29,30,30,33,34,35,37,38,39,42,43,46,48,49,49,49,50,53
2006,11,1,3,4,5,7,8,8,9,11,14,14,16,16,17,19,21,22,22,25,26,28,29,30,31,33,34,36,37,39,42,42,45,46,48,48,49,50,52
2006,12,1,3,4,4,7,8,8,9,11,14,14,15,16,17,18,20,21,22,23,25,27,28,30,30,33,34,36,36,38,40,42,43,46,47,48,49,49,51
2006,13,1,3,3,4,6,7,8,9,10,13,14,14,15,17,18,19,20,22,23,25,27,27,28,30,32,33,35,36,37,39,39,42,44,46,46,47,47,48
2006,14,0,3,3,4,6,6,8,9,10,13,13,14,14,16,17,19,19,22,22,24,25,27,28,30,31,33,34,36,37,37,38,41,42,42,43,46,47,47
2006,15,0,3,3,4,6,6,8,9,10,11,12,14,14,16,17,18,19,20,22,24,24,26,27,30,30,33,33,34,34,35,37,37,37,40,43,43,44,45
2006,16,0,1,3,3,5,5,8,9,10,10,11,14,14,15,17,17,18,20,21,23,24,26,27,30,30,32,32,33,33,35,35,36,36,37,40,41,43,44
2006,17,0,1,3,3,4,5,6,8,9,10,11,11,13,15,17,17,18,19,21,21,24,24,27,29,30,30,30,32,32,33,33,34,34,35,38,38,38,39
2006,18,0,1,2,3,4,5,6,8,9,9,9,10,12,14,16,16,17,19,20,20,23,24,26,26,26,26,27,27,28,28,31,31,31,33,36,36,36,38
2006,19,0,0,1,2,2,4,4,4,4,4,7,9,12,13,14,14,16,18,20,20,21,22,23,23,23,26,26,26,26,26,26,27,30,31,31,34,35,36
2006,20,0,0,0,0,1,2,2,3,3,3,6,9,10,10,13,13,16,17,18,18,18,18,18,18,21,24,24,24,24,24,24,25,25,28,28,28,28,28
2007,1,3,6,9,10,11,14,15,17,18,21,21,24,25,28,28,31,33,36,39,40,43,46,49,50,53,56,59,62,63,63,64,67,70,73,73,76,77,77
2007,2,3,6,7,9,11,12,14,15,17,19,19,20,22,24,27,30,32,32,33,35,38,39,42,42,45,48,51,51,51,52,53,54,55,58,59,59,62,62
2007,3,3,6,7,8,11,11,14,15,16,17,19,19,21,24,25,26,27,30,32,34,37,38,39,39,42,42,44,47,48,51,52,53,55,55,57,58,61,61
2007,4,3,6,7,8,10,11,13,15,16,17,18,19,21,23,23,26,26,29,31,34,36,38,38,39,40,42,43,45,48,50,51,52,54,55,55,58,58,61
2007,5,3,6,7,7,9,11,12,14,15,16,18,19,20,22,23,26,26,29,30,33,35,36,36,39,39,41,43,44,47,48,51,51,54,54,55,57,58,60
2007,6,3,6,6,7,8,10,12,13,14,16,17,19,20,22,23,25,26,28,29,31,33,36,36,38,39,40,42,43,44,47,48,49,52,54,55,55,57,58
2007,7,3,3,6,7,8,9,11,12,14,16,17,18,20,22,23,23,26,27,29,30,32,33,35,37,38,40,42,42,43,43,46,48,49,52,54,54,57,58
2007,8,3,3,4,6,8,9,11,12,14,16,17,18,19,20,23,23,25,27,28,30,32,32,34,37,37,40,40,42,42,42,43,45,46,49,50,53,54,55
2007,9,3,3,4,6,7,9,11,12,13,14,17,17,19,20,23,23,25,26,27,29,31,31,33,34,37,38,39,40,42,42,43,45,46,49,50,51,54,55
2007,10,1,3,4,5,7,8,10,12,13,14,16,17,19,20,22,22,24,25,27,28,30,31,32,33,35,36,36,39,40,41,42,45,45,47,48,51,52,54
2007,11,1,3,4,5,6,8,10,11,13,14,16,17,18,20,22,22,24,24,27,28,28,31,32,33,33,35,36,37,38,41,42,44,44,45,48,49,52,54
2007,12,0,3,4,5,6,7,9,11,13,13,14,17,18,19,21,22,23,24,26,27,28,30,31,32,33,34,35,37,38,40,42,43,44,45,47,49,51,54
2007,13,0,3,3,4,6,7,9,11,13,13,14,17,17,18,19,22,23,23,26,27,27,30,31,32,33,33,34,36,37,40,41,43,44,45,47,48,51,53
2007,14,0,1,3,4,6,7,8,10,13,13,14,17,17,18,19,21,23,23,25,26,27,28,30,32,32,33,34,36,37,39,40,43,43,44,46,48,51,51
2007,15,0,1,3,4,5,6,7,8,11,11,14,16,17,18,18,21,23,23,24,25,27,28,28,29,31,32,33,35,36,38,40,43,43,43,43,46,46,49
2007,16,0,0,3,4,5,6,7,8,8,11,13,16,16,18,18,20,22,23,24,24,25,27,28,28,31,32,33,34,34,37,38,41,41,41,42,43,43,45
2007,17,0,0,3,3,4,6,7,8,8,11,13,15,16,17,18,19,19,22,22,23,23,23,26,28,29,31,33,33,34,37,38,38,41,41,41,42,42,44
2007,18,0,0,1,3,4,5,5,7,7,10,11,11,14,14,15,15,17,20,20,20,20,20,23,26,27,30,31,33,34,34,34,34,37,38,41,41,41,41
2007,19,0,0,0,3,4,5,5,5,6,7,7,7,10,10,13,14,15,16,16,17,17,20,21,24,26,26,27,27,30,30,31,31,32,35,38,38,38,41
2007,20,0,0,0,3,3,4,4,4,4,6,7,7,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,13,16,16,16,16,16,16,17,17,17,17
2008,1,3,6,9,10,13,13,16,19,22,23,26,26,26,28,29,32,35,38,41,44,44,45,48,49,49,50,50,53,56,56,59,59,62,65,68,71,72,75
2008,2,3,6,7,10,13,13,16,17,17,20,21,24,25,27,28,30,33,36,36,39,39,40,43,43,46,49,50,53,54,55,56,59,61,63,66,66,69,72
2008,3,3,4,7,9,10,13,16,17,17,18,21,22,24,26,27,29,31,34,34,37,37,39,40,43,43,46,46,49,52,55,55,58,60,61,63,64,65,67
2008,4,3,4,6,7,10,11,14,16,17,18,20,21,23,24,26,28,30,30,33,34,37,38,39,42,42,43,46,49,52,53,55,58,58,61,61,64,64,65
2008,5,3,4,5,7,8,10,13,14,17,18,18,20,23,24,26,28,29,29,32,33,36,37,38,40,42,43,46,49,49,52,55,56,57,60,61,63,64,64
2008,6,3,4,4,7,8,9,12,14,14,17,17,20,21,23,25,27,28,29,32,32,35,36,37,39,40,42,43,44,46,46,49,49,49,51,51,53,54,54
2008,7,3,3,4,6,7,9,11,13,14,14,17,19,19,22,23,24,26,28,31,32,35,36,37,37,40,40,42,43,45,46,47,49,49,50,51,52,53,53
2008,8,3,3,4,5,7,8,11,12,12,14,16,18,19,20,22,23,25,28,31,32,33,36,37,37,38,40,42,43,44,46,46,48,48,49,50,51,53,53
2008,9,1,3,4,5,7,8,9,11,12,14,15,17,18,19,21,22,25,27,27,28,29,30,32,35,37,39,41,43,43,45,45,45,48,48,49,50,50,53
2008,10,1,3,4,5,7,8,9,10,12,13,14,17,17,18,20,22,24,25,26,27,28,29,30,33,36,39,40,42,43,44,44,45,45,45,47,48,49,52
2008,11,1,3,4,5,6,8,8,10,11,13,14,15,16,18,19,21,24,24,25,26,28,28,30,33,36,39,39,39,40,41,41,42,42,45,45,48,49,52
